"id","Subscription","fold","Logistica_principal","Logistica_transformada","Logistica_splines","LDA_transformado"
52,0,3,0.0158658943213458,0.0160994333663177,0.0126587189919533,0.0138805928702322
53,0,1,0.0111446689157496,0.0093800931388362,0.0106336856031579,0.00891421936892055
54,0,1,0.157339778826298,0.140547261958466,0.13719296837086,0.0721879472647039
55,0,5,0.00671880411638191,0.00395535523790316,0.00854190767854161,0.00416991346197494
56,0,3,0.0116610702585706,0.0126246698549652,0.0118526370827678,0.014613407853682
57,0,1,0.0114039237511612,0.00624896078608991,0.00615846387964693,0.00743219488253083
58,0,1,0.00442439956704697,0.0000753714698800377,0.000424073541082937,0.00021723103496162
59,0,5,0.0110194003940316,0.0109023056350988,0.00926011250663979,0.0107172069766049
61,0,4,0.00957916706547494,0.0061451748546234,0.00864831721309162,0.00557257133930238
63,0,2,0.0061960478729261,0.00611980720913136,0.00816766569084263,0.00636072893759842
64,0,3,0.0200643975869163,0.038167756405447,0.0342741207553651,0.0247623921478601
65,0,3,0.0161784915908555,0.0272171618253912,0.0219294739551884,0.0209932797486454
66,0,4,0.00863826283247809,0.00404582631565081,0.00390838888129542,0.00454510206122254
68,0,5,0.017045794213842,0.0262940572183667,0.0268137012241947,0.0213355155825885
70,0,2,0.00869666450264468,0.00935905689769853,0.00926842710524721,0.00893088595672278
71,0,5,0.00706040227139411,0.0117002950484325,0.0111863533467132,0.00976770230521875
72,0,5,0.00539061877256387,0.00532308551165014,0.00640608722322497,0.00484090358850785
73,0,1,0.00589537644439956,0.00566464636654535,0.00745509798140834,0.00567040560041057
74,0,2,0.0104699735891589,0.0161833238076189,0.0137530923685772,0.0132291203888522
75,0,2,0.0091505654870327,0.0103667446952277,0.0110012996269926,0.00879417200472222
77,0,4,0.010997271373144,0.014629670744509,0.0126786369249507,0.012882575049193
78,0,1,0.0413360125050328,0.0694695200212462,0.064158927256832,0.0454637352148376
79,0,3,0.0092841006256901,0.0131245847392586,0.010041213786642,0.0110678522081085
81,0,1,0.0158679479142888,0.0179897310238957,0.0162153130156326,0.0144523380954098
82,0,2,0.0211993162511367,0.0266140706572692,0.0224761482718772,0.0214094151093319
84,1,4,0.262339041076127,0.233637742107781,0.300237024776068,0.106031313159332
86,0,3,0.0240711718119986,0.0396349512114061,0.0364566890624675,0.030618725654074
87,1,1,0.823295008858497,0.511281472806479,0.578600355886504,0.248330229538104
88,1,2,0.611583263655217,0.325201453443266,0.370110191615841,0.141221382416589
90,0,3,0.00960480384129331,0.00889258954645633,0.00688030043865094,0.0105569556306529
91,0,5,0.0129360423599185,0.00185031134150878,0.0012333384677997,0.0028437307217583
92,0,3,0.00524354663091469,0.00634514226405368,0.00653349063591253,0.00666318584283023
93,0,1,0.0576828973458872,0.0982158223907757,0.120461928053022,0.0491992490953112
94,0,1,0.0106564857683534,0.0122718093952535,0.01292620114499,0.010816546993471
95,0,5,0.0139570002505404,0.00940252191620236,0.0115496285769458,0.00939788969719032
96,0,2,0.0200328980110143,0.0398733908114296,0.0354340311510432,0.0252159237880762
99,0,4,0.00930769656158399,0.00911603270534295,0.00854190771290141,0.00766717541678856
100,0,4,0.0119941749863927,0.0142938625671338,0.013798899744421,0.0119799409094181
101,0,1,0.011546552828263,0.0102778754640974,0.00831393760157822,0.00933982093220363
102,0,1,0.0119171276309723,0.00740575982979936,0.00921886995759271,0.00849285531468537
103,0,4,0.0082600810587893,0.0111929155698488,0.00943070470377294,0.00974147557915274
104,0,1,0.00378255082757723,0.00068230454247169,0.000687266466909983,0.00151321600092053
107,0,2,0.0111901986852838,0.0125902398970435,0.0128619598690692,0.011003682372632
110,0,5,0.138572733000081,0.153576819362999,0.159050688150829,0.0888882620397243
111,0,5,0.0102098941351525,0.0111367019202722,0.0133570392238244,0.00937780247248572
113,0,4,0.0043025534229915,0.00384298644832042,0.00359501262534017,0.00439100360520849
116,0,5,0.00866967062057493,0.0113891607936045,0.00909561174524142,0.0108160111759483
117,0,5,0.0402146514282567,0.0727697371646094,0.0664463716922033,0.0376427035153409
118,0,2,0.0308520652553254,0.0396757635784531,0.032311254503439,0.0278201693638291
119,0,4,0.0267113565485855,0.0284221793510105,0.0375858889245705,0.0249153672215232
122,0,3,0.00504394377826781,0.00160826009858763,0.00138543135469284,0.00224341929214924
123,0,5,0.00709975699025071,0.00355859421762503,0.00398856821330889,0.0046267089460129
124,0,2,0.00396979907371659,0.00264366073588215,0.00320761784465799,0.00347376041828449
125,0,2,0.0139504322413436,0.0131414033418038,0.0150147517741239,0.0124211326509787
127,0,2,0.0053359820764942,0.00137874608948282,0.00122406479058331,0.00188360481336791
128,0,5,0.0036145690030863,0.000960428779131112,0.000848693197770678,0.00129224456504706
130,1,1,0.0486807253877076,0.0886425791027431,0.0978046080996535,0.0471799942184979
132,0,1,0.0285939787052756,0.0496517922283832,0.0413239955251385,0.0311024509618379
133,0,2,0.0126267328284721,0.0145065247810693,0.0137001785708102,0.0124850094765632
135,0,2,0.0105563240080634,0.005067876167004,0.00803680276165989,0.00806395029597232
136,0,2,0.00757526606599597,0.0085013071175421,0.017968199534566,0.0073767214354342
137,0,2,0.0097020655996218,0.00598319730746953,0.00761723063288431,0.00611961908223533
138,0,4,0.017718834125225,0.0043890118736463,0.00288851218478895,0.00573987489014937
139,0,3,0.03112130960706,0.057185474845408,0.0582300839660321,0.0342844829232488
140,0,1,0.0371576032759234,0.0652161726427091,0.0645435736524086,0.0389521311459675
141,0,4,0.00606819247501015,0.00643207077930343,0.00739325248253085,0.0062020497704816
142,0,4,0.0156567724941767,0.0219197097804214,0.0159366858926678,0.0160194945167016
143,0,2,0.0131941037337258,0.00164785083760576,0.00159591143161939,0.00327983772767583
144,0,2,0.00848760941818573,0.0097716761590235,0.00895522033533075,0.00846376208041129
146,0,1,0.00570024384474265,0.00154739513802135,0.0013328304525534,0.00202901511853446
147,0,2,0.00631800860140038,0.00503158044500841,0.00670426652274427,0.00635163459718537
148,0,4,0.0114497788634118,0.0151398674157625,0.0123852171800233,0.0141980362017854
149,0,1,0.00741890086546929,0.00649435574476951,0.00629092646648753,0.0070809443805993
150,0,3,0.0298315741844151,0.0482179542462082,0.0476889844904549,0.0357714000660657
151,0,3,0.00652611066769338,0.00389309863860275,0.00426011509102405,0.00535951983488812
152,0,1,0.114866226452545,0.148584043414422,0.153629576707215,0.158606658603114
154,0,1,0.00637173461176751,0.00225034631689769,0.00202084243545448,0.00285545896708525
155,0,2,0.00933471789154584,0.00493674885970446,0.00548451452437559,0.00658753593253242
156,0,5,0.00570411731183082,0.00254937614464186,0.0028639448636473,0.00325345977200136
158,0,1,0.0186024373431407,0.0249024445825708,0.0189312641312083,0.0232842380547247
159,0,1,0.00501601969877409,0.00208719445348745,0.00219863315677936,0.00347008449985321
160,0,1,0.00635967886022991,0.00424723956844884,0.00537941524878755,0.00542521940457218
162,0,1,0.0151203880370316,0.0150009167223101,0.0145601893638935,0.0139450968225356
163,0,1,0.0188114432468077,0.0286523060006514,0.0218129930079455,0.0246224371503152
165,0,3,0.0120644193006582,0.017428950927496,0.0136898142247838,0.0132714839641757
166,0,1,0.0175495174816017,0.0223932158994224,0.02693240052993,0.0166749560753028
168,0,3,0.0110939271826125,0.0159757303697455,0.0138876389577378,0.0125623172575667
170,0,5,0.0121765917260206,0.0119170470563915,0.00929580573663562,0.0141265107451616
174,0,4,0.0231753121781774,0.0168520785593304,0.0119783647619592,0.0185896467951449
175,0,3,0.00908178852942585,0.0064159278957813,0.00951579240225443,0.00618188398900748
177,0,2,0.00881148092095143,0.00760860837507891,0.0083178438886332,0.0097450658350578
178,0,1,0.00422400813342367,0.000122469427286825,0.000325524930744758,0.000334496521411381
179,0,1,0.0263061579049911,0.045145753813496,0.0461641385971852,0.0313504896963174
180,0,5,0.0773556631357549,0.114246713797487,0.118791772673064,0.0569349556852433
182,0,5,0.0698844289233125,0.103226526167557,0.102529394336848,0.0609202230699163
183,0,5,0.269500363721471,0.193446387913768,0.207227597994626,0.0858217837530868
185,0,2,0.00884535847183975,0.00685360745592867,0.00872509777203257,0.00741376918461731
186,0,5,0.00990990264169268,0.00916407615484648,0.00777672511022972,0.009983005918974
187,0,2,0.0174384306616629,0.0320566579130755,0.0239305795245277,0.0218219047867348
189,0,2,0.0144913301647086,0.0263757362764634,0.0202109031193695,0.0194075023845806
190,0,3,0.063582953302311,0.0910018666205609,0.0904854503057137,0.0575799514975954
191,0,1,0.0125736124786537,0.0124159478980576,0.0105764003234228,0.0130867279309932
192,0,3,0.0114766391339159,0.0151268703474442,0.0136332258002084,0.012720563079528
193,0,4,0.00888842824520977,0.00654190983647689,0.00938558927000817,0.0075230693333924
195,0,2,0.0121243222654716,0.0200001656060448,0.016166410629396,0.0146284914482337
196,0,2,0.0163937361994677,0.0259568374078861,0.019817160062136,0.0226106876514257
199,0,4,0.0151412349862933,0.0232179790562495,0.0187772324648621,0.0173885722392706
200,0,3,0.00453231824907157,0.00169623996924626,0.00182272512853206,0.00286180566466409
202,0,2,0.0159162332462336,0.0229797712963841,0.0178008441730927,0.0163723123807619
203,0,5,0.0249915583458028,0.047020603379844,0.0423793899231687,0.0286996264925745
204,0,5,0.095969647321372,0.148731913635601,0.0915683138956183,0.133789036583291
205,0,5,0.0280006785673085,0.0415289282505843,0.0374778285336355,0.0244162742856266
206,0,3,0.0194100420997366,0.034315672467232,0.0293576398092666,0.0264036085448427
207,0,3,0.00356752128395722,0.000488679640038872,0.000469072633321598,0.000902165156970417
208,0,1,0.0153654456562052,0.0231167524681698,0.0188205298004177,0.0180017739316812
209,0,2,0.0284002619770435,0.052163168604178,0.0392181186836263,0.0340591884569084
210,0,3,0.0117872529362078,0.0131161559281281,0.00739113308754459,0.0122759671752245
212,0,5,0.0128500402783662,0.0144257621000058,0.00885939937633871,0.0154792022688145
213,0,5,0.016896662851093,0.0295958851775808,0.0277146838055962,0.0275431866855339
214,0,5,0.00954508537533741,0.0118117141388692,0.0103310202487432,0.00933374099090193
215,0,5,0.00962338026911596,0.0110409075938921,0.00925917557646089,0.00959094148148992
217,0,4,0.0296116218145438,0.0376705524285649,0.0283107977518805,0.0294380413494576
218,0,1,0.0432845218574363,0.0550850110346475,0.0501861292676081,0.0560406905875205
219,0,4,0.0102078177715741,0.0109716832054226,0.0105070711445802,0.0100218206279703
220,0,5,0.00508655285187125,0.00366682227289156,0.00439728868698625,0.00466282712280989
221,0,2,0.0199424668637176,0.033432523244323,0.0282449288553198,0.0261044239481485
222,0,4,0.00634872561864141,0.00673613861997338,0.00988028039879725,0.00621255149087324
223,0,1,0.0128484276659147,0.0145042755604945,0.0115569785114837,0.0119823227051972
224,0,1,0.0140124562037587,0.00802596989689117,0.00791716867243759,0.0103187373604731
226,0,3,0.00446180486896677,0.00278071373639855,0.00307956788042473,0.00398381344862209
227,0,3,0.00850023605414962,0.00974472036699181,0.00952828637160203,0.011516794153999
229,0,2,0.0166985823896912,0.0212655959481265,0.0158954131961671,0.0197675576500458
230,0,4,0.00892827164906627,0.00670883087223153,0.00869464728707804,0.00661042839722505
231,0,2,0.00315846353656693,0.0000713007061481978,0.000185149130928215,0.000202250439238135
232,0,3,0.0705632098741504,0.0937232445054132,0.105763581997039,0.0566346888422958
233,0,2,0.0633989647274298,0.0797715419242114,0.0973629655568225,0.0499176251908516
234,0,1,0.0140764655995389,0.00869920480418171,0.0106796259898827,0.00937337313746408
235,0,3,0.00843214745530538,0.0124395827102272,0.0103826192253737,0.0111161389513459
236,0,1,0.00420526140313157,0.000461032459291411,0.000441745018763772,0.000885692182842297
239,0,2,0.0129453742444433,0.0157520094018465,0.0141006909005048,0.0118850170558817
242,0,5,0.0633003386222593,0.0862064263742145,0.081192475251342,0.0455942987961219
245,0,3,0.0107678273178942,0.0142361776172338,0.0116936506159131,0.0154071284134775
246,0,2,0.039430551243482,0.0639515523690239,0.0515056715470453,0.0452061177205616
248,0,5,0.00588759447306297,0.000674966698558878,0.00053184706447338,0.00115643616228915
249,0,1,0.0128819641435156,0.0205476097241229,0.0164178499562101,0.0157762568340687
250,0,4,0.0696521802587285,0.102537562560244,0.107646417107884,0.0609240680206647
251,0,3,0.00548953585569618,0.000929915345515527,0.000790394471562493,0.00135040415609815
253,0,3,0.00977026856282397,0.00630036173588167,0.00695324501797599,0.00700619638344165
254,0,2,0.0120759401301247,0.0165485448130362,0.0144865426793398,0.0125166659481854
256,0,4,0.0137136750478075,0.0254114016069976,0.0210004963420262,0.0179577279553343
257,0,3,0.00351328811137557,0.0010843333808704,0.00106965853043997,0.00214570415378429
258,0,2,0.00674697177256071,0.00177697188576247,0.00152916701150223,0.00281978293485548
259,0,1,0.0121543118068025,0.0228362818528174,0.0187832684137044,0.0153680161995683
261,0,1,0.0450764166516175,0.0657166467175625,0.0719359674686405,0.0446725791062768
262,0,1,0.0106063686654676,0.00596092499153396,0.00640528247435505,0.00809212945344967
264,0,1,0.00656275604376274,0.00142439142576351,0.00118537343543524,0.00274963022734318
265,0,2,0.00424812860607602,0.00365713543253776,0.00437188492412269,0.00399950495961613
266,0,1,0.0179693785301099,0.0069549634918967,0.0051755248077893,0.0169059134125222
268,0,4,0.0591425269225341,0.0645407015950624,0.063744866059085,0.0401462328087662
269,0,5,0.00279462915631037,0.00161683392737717,0.00169381128895549,0.00239331863236492
271,1,5,0.0406118753999162,0.0589286538573554,0.0506029592722783,0.0439356973210517
273,0,5,0.00306736747248463,0.0000330050124701675,0.0000899799502170242,0.000140759365132859
274,0,1,0.0103088902972377,0.00565893973584442,0.00740905143116139,0.00847568483265367
275,0,5,0.00630053280834513,0.00258214518991875,0.00247276047856058,0.00318861763475299
276,0,4,0.00888507527201756,0.0062802189677741,0.0065352819949566,0.00867376691857095
277,0,2,0.00786788615379249,0.00570247017145913,0.00555318229909938,0.00702057474733752
278,0,5,0.01787788185635,0.0201503054191867,0.0162439662117477,0.0182982961222603
282,0,1,0.0039634730628991,0.00052531755596612,0.000429983494015832,0.000934172387168868
284,0,5,0.0049878931007262,0.00407681895402629,0.00556398229302235,0.00516984620250384
285,0,2,0.00444066743381427,0.0000118952650460317,0.000915386251140646,0.0000621921635075443
287,0,2,0.00719713086989389,0.00461646649388686,0.00569430568118965,0.00523906479319259
288,0,2,0.00583660716686022,0.00000518093003694949,0.00463944584019982,0.0000403256591261773
290,0,4,0.00615021837046322,0.00555813963547926,0.00635271088957369,0.00563111905046567
291,0,5,0.00683481205030282,0.00298185428099333,0.00306408512016219,0.00406867114055044
293,0,5,0.0172481016795394,0.0222137446514979,0.023186493215952,0.031795788962377
294,0,2,0.0151690620764368,0.00724342746942187,0.00940422129466198,0.00928056774530637
295,0,1,0.0141545079017519,0.0203292076416089,0.0176275273813609,0.0194558307844872
296,0,4,0.0171723789133038,0.027031859110497,0.0250310897469055,0.0225085861724677
297,0,5,0.00975488686658124,0.009193595332311,0.00872419929471935,0.00993090587164843
298,0,1,0.023512157491407,0.0267158577716917,0.0304279938067021,0.0437390451354477
299,0,4,0.00534553541071103,0.00328133973330776,0.0038748453534229,0.00472867389551216
300,0,3,0.00481522801140225,0.00116091819864696,0.00109139610110406,0.00192522445329908
301,0,1,0.00584460005367254,0.00282427801527975,0.00298897129368907,0.00390169999947717
302,0,3,0.0123139242043917,0.0175775627684044,0.0140068775220507,0.0146273139910137
303,0,2,0.0152729628859307,0.0190491014076919,0.0122801845097943,0.0199061235764004
304,0,5,0.0117668449672746,0.0131338827709505,0.0102059963677023,0.0127695877476575
305,0,1,0.00974211633014819,0.0106397081823536,0.00997733066851055,0.0102125559812621
306,0,2,0.00934413664406821,0.0111435016745558,0.0105669284014255,0.0107859457865149
307,0,1,0.00716248381516058,0.00257819503702294,0.00261119500116776,0.00388605909379385
309,0,1,0.00538136475972713,0.0057575092325752,0.0056979162889519,0.00654616008830502
312,0,4,0.00697216788497427,0.00367579385751307,0.00421148684518654,0.00453834151160823
313,0,5,0.00818602851971445,0.0140815911277186,0.0120171992980573,0.0133319586357327
314,0,4,0.00720676668382465,0.00971558446272496,0.00845381134338113,0.00948199959990336
315,0,2,0.0218095506966617,0.0140199159948815,0.0165274728087388,0.0158559675236942
316,0,3,0.01751068418468,0.0185336482130316,0.0152252395097986,0.0150165700580271
317,0,3,0.013311409427249,0.0255574285928524,0.0229639109043181,0.0203812372720412
321,0,1,0.0075950647466884,0.00557511460301735,0.0064854967686353,0.00670374925442739
322,0,3,0.00904382412953499,0.0114475866643651,0.00880582104957178,0.0122812875327752
323,0,1,0.00944149580260161,0.0110412333398865,0.00955367144601278,0.0120854463819297
325,0,2,0.0125010494662212,0.013024061486469,0.012902947283891,0.012332388250179
326,0,1,0.0176439391683254,0.00873045388702943,0.0101001107630802,0.0148322155204204
328,0,3,0.0141651498371271,0.0222017748076242,0.0181509021904523,0.0216000977575459
329,0,3,0.00818007011364482,0.00873991941672141,0.00833925208578412,0.0105827936800587
330,0,2,0.00912839364021206,0.0122044222024242,0.00981081392397462,0.0116426984094189
331,0,4,0.0840354407101583,0.098438555592306,0.0971792251540381,0.0721905901362677
332,0,2,0.0195142352970164,0.0318422146559973,0.0266430910258204,0.0241750126059226
334,0,5,0.00914966033360947,0.00943198599316401,0.0113025777918707,0.0142268846300443
335,0,4,0.0267326595658873,0.0365136662467916,0.0296203639354377,0.032085641777256
338,0,4,0.00458565396387228,0.00378912249636425,0.0050423314113472,0.00447428325944235
341,0,1,0.00826880625915064,0.00627185621582733,0.00717929122675937,0.0089297476860969
342,0,2,0.006907462406644,0.00459413075039195,0.00555271179971327,0.00607741726851884
344,0,1,0.0127022618659268,0.0216182434883749,0.0182033045663815,0.0191271815897171
347,0,1,0.00484297556736216,0.00185017151474391,0.00185110327483727,0.00316918505540378
348,0,5,0.0447925034979268,0.0447518067911121,0.0416805619169346,0.0310710852210547
349,0,4,0.020741153137493,0.0370720995153411,0.0332121471920338,0.0325045692012901
350,0,4,0.00928037028224419,0.00913667647600793,0.0113734974186903,0.010662280106389
353,0,3,0.00798082260410075,0.00854399902928229,0.00802193882174255,0.00904451587806806
355,0,2,0.0384948968605029,0.0518817683509337,0.0512872406944558,0.0434719776257786
359,0,5,0.00628260117458087,0.0073603917244079,0.00628572591625386,0.00898928780313626
363,0,3,0.00453577057696488,0.00147728320587992,0.00199791837762327,0.00254084168324236
365,0,2,0.00910792212160147,0.00937263102850822,0.0118995236360146,0.0102432125263051
366,0,5,0.00961577456655763,0.00912064455524331,0.0110296035780181,0.00869225537310284
368,0,2,0.0216241770457171,0.0323199301842226,0.0261740266352425,0.0229611669744993
369,0,3,0.0146357718733959,0.0188159308025583,0.0165525885486033,0.0150231264916681
371,0,1,0.0175883762044729,0.0281679933990175,0.0242378141667747,0.0188589857070755
372,0,3,0.00621528118348602,0.00717906787996209,0.00686778018885201,0.00624742257901254
373,0,1,0.108234603757921,0.164194423560702,0.163714726651569,0.0920265110955184
374,0,2,0.0197911989863286,0.0308473804242425,0.039552411466062,0.0208068214296923
375,0,3,0.00808032200337715,0.00841310899925563,0.00801479968095749,0.00857958030665732
376,0,3,0.00711416688657828,0.00262598215493152,0.00212221830128175,0.00373184856673795
378,0,1,0.00940777275151727,0.0125978387864171,0.0102795183076583,0.0111321867919425
380,0,1,0.010879971717414,0.0146022327545833,0.014066263762589,0.0124869209784709
381,0,4,0.00634914533395911,0.00493624599252264,0.00647730627584113,0.00491985045120084
384,0,4,0.061526854713573,0.105443748154802,0.0913696199891178,0.0596756309738923
387,0,3,0.00694558051265324,0.00443710535427172,0.00598778087973845,0.00509533352401131
389,1,2,0.386347762592778,0.263419628308993,0.331703643520739,0.124818099352758
390,0,2,0.0133910649779976,0.018844821271571,0.0175417230473354,0.0151696811529629
391,1,3,0.311303522741691,0.26127911738966,0.247615051516606,0.140157857356507
392,0,2,0.0103851783441719,0.0089490972259953,0.0116453922005757,0.00843393271328708
393,0,5,0.00902571962434535,0.00573716909476108,0.00684358981111922,0.00650664832694402
394,0,4,0.0124685806042992,0.0153915552677878,0.0189665469351516,0.0108332367761824
396,0,5,0.00525584878087367,0.00310622629618317,0.00383902470268527,0.00442632641398031
397,0,1,0.0184529920577283,0.0250797444878748,0.0194836569672653,0.0186602532735054
398,0,1,0.0139911730089767,0.00363110059120656,0.00303806750620355,0.00427917796049535
400,0,4,0.00604293672999279,0.00539966386181164,0.00660394794351614,0.00550053737983144
401,0,1,0.00393623822187402,0.00259365963700798,0.00295919557539445,0.0031686874849189
402,0,5,0.0155605602299258,0.0300543229516643,0.0276313650766764,0.0191129501492305
403,0,4,0.00646368401186115,0.000804594048665801,0.000757673611946202,0.00127792438016345
404,0,5,0.00743369422946033,0.00645912037170667,0.00799185704796723,0.00606418194016982
405,0,2,0.017245235874605,0.0159770434605776,0.0147824674652476,0.0158702419104848
406,0,4,0.0391210798643244,0.0536476744716902,0.0451503877515413,0.0386611731250861
407,0,5,0.0666454109730693,0.0876871521735561,0.0633752128194939,0.0689017953471577
409,0,1,0.0315988001023836,0.0570970018417508,0.054316545446775,0.0330230244900635
410,0,1,0.0121880435799282,0.0190002768773769,0.0158301085239165,0.0150986502351583
411,0,1,0.0149030735151444,0.0203640907527689,0.0170555797130592,0.0165123391545735
412,0,2,0.0508830301115921,0.0797262920115394,0.0819815665868254,0.0457348176442264
413,0,2,0.0692845604193147,0.0862217156913532,0.0777048471138377,0.0469443306588284
414,0,2,0.00916857898038047,0.00901855993321985,0.00979641731116806,0.00880660634723783
415,0,3,0.0056151881460436,0.00547011546385775,0.00620168162386641,0.006959116615313
416,0,5,0.00794341652235531,0.00337454729942553,0.00335891833992181,0.00369511170149882
418,0,5,0.0116874309460269,0.0126954481215105,0.0105099728098657,0.0119235974008769
419,0,1,0.00602160530471549,0.00712209312083257,0.00751434144645894,0.00723805521846537
420,0,3,0.0436781705801153,0.0785608516887222,0.0844825711896482,0.0415600191508232
422,0,5,0.0112347958654654,0.00706877411423613,0.00847404424961118,0.00777354486628623
423,0,1,0.0287861370008983,0.0487764205495366,0.0383838251346135,0.0311670099468138
424,0,1,0.0102071650095348,0.0105925505938432,0.00909082362717602,0.00957430315684141
426,0,1,0.00928419280805192,0.010112661588149,0.00979132111317239,0.010338927106471
429,0,1,0.0110346581169543,0.00477514255095833,0.00419108574817198,0.00584975971490986
430,0,5,0.00785969186140529,0.00900809104699187,0.00874110472697386,0.00797532455963703
431,0,4,0.0930187099883972,0.128279682804846,0.148923671463943,0.0628188762975629
432,0,3,0.108834817780754,0.152114031788954,0.161265005997963,0.0793794823639278
433,0,5,0.0103759093179869,0.0126295729998858,0.0103177984780985,0.0102238001248604
435,0,3,0.00720077382114773,0.00786902106830444,0.00808216490476932,0.0085012363991107
436,0,1,0.0100205971540004,0.00849402710880576,0.0119228510737007,0.00736125949440623
437,0,5,0.0181149299824256,0.0224357756463052,0.0181740438211211,0.0182106711984717
438,0,2,0.0147542378574491,0.0165669078181857,0.0165672063004253,0.0148281319680173
440,0,2,0.00841713027223249,0.00738625398880245,0.00949599859887671,0.00643019671597731
441,0,5,0.00942398060511857,0.0129769918393165,0.0104253042018394,0.0105925379946427
442,0,5,0.0107679564971517,0.00630281179470177,0.00696755612458166,0.00712848172346717
445,0,2,0.0072284368240838,0.00580694476115547,0.00779260937960718,0.00553946479654258
447,1,3,0.904364276438988,0.470020812407502,0.486922367721649,0.247879548332607
448,0,2,0.00609317655521524,0.00209052832851298,0.0020650510903259,0.0024077201437278
450,0,5,0.0103424302193534,0.0139589363752061,0.0110786975940023,0.0117728760932502
452,0,1,0.0118526299886083,0.00381514202945248,0.00325722847797573,0.00467896864795306
455,0,2,0.00475179106790114,0.00479445756274875,0.00598825277350103,0.00478902110862776
459,0,1,0.0278726238569911,0.0301737023151437,0.0230917455289117,0.0258291510929263
462,0,4,0.00840979827855895,0.00987934927973962,0.00774848203207543,0.00974771026735667
464,0,1,0.00533080987360764,0.000994884662462649,0.000810933664412142,0.00188990739324309
465,0,4,0.00872993424621467,0.00642138802858971,0.00723401314583145,0.0067865548117259
467,0,5,0.0139334995925181,0.0139829529026523,0.0128062550613465,0.0115243973930368
468,0,4,0.0492370553755951,0.0753952310456379,0.0770094655100054,0.043834517614907
469,0,5,0.00722792067199351,0.00728763139451378,0.0086750214345137,0.00695386074981865
471,0,3,0.00526062396440398,0.000337805174017424,0.000539776450674162,0.000694372744756792
473,0,5,0.00461198976687408,0.000635886744371013,0.000479434172203224,0.00111044254276605
477,0,3,0.0188718118969554,0.0341898540936697,0.0291244746129466,0.0244828636205698
479,0,3,0.0217058483557708,0.0352153629656337,0.0264254905220919,0.0247098839905721
480,0,3,0.0123240644588087,0.0143784674579121,0.0132711938491965,0.0130130001968078
481,0,2,0.00373991584674276,0.000613810199514129,0.000505371674293041,0.00109565931221073
